Uniqueid,Region,Location,Zipcode,Latitude,Longitude
dbae4f1e-b65c-45c8-a304-1e9ded5a53f0,OR,Portland1,97204,45.514299,-122.621519
2cb0e35b-be2b-48cd-b358-22810469d97d,OR,Portland2,97202,0,0
681f1f34-53e4-45ca-bb9f-95bbf92accbd,OR,Portland1,97201,45.561561,-122.646767
161a252c-bf45-4882-8d85-ac35f3fbf465,OR,Portland1,97206,45.470852,-122.573692
ce34138e-aaed-4365-b50c-42f6aa782925,OR,Portland1,97203,45.580089,-122.726945
6191599b-8641-4414-8ef9-12e55ed22297,OR,Portland1,97201,45.496585,-122.713964
87c85857-089c-435e-baab-852971000183,OR,Portland1,97203,45.530238,-122.605106
c5dce1b4-2fa5-4b03-8744-8d18788d0f86,OR,Portland1,97201,45.484909,-122.733664
0c67d367-bd65-4ba8-afae-21b03b26911d,OR,Portland1,97210,45.55537,-122.541367
de08ebb5-7f23-4af1-8176-a4c7aa21660f,OR,Portland2,97207,0,0
0373ae61-5456-476f-9fa4-983b3dc44307,OR,Portland1,97209,45.436918,-122.741174
2fba96ab-60f6-4d74-919e-b952a309863e,OR,Portland1,97204,45.411,-122.790277
0e81f75e-10a3-42f0-b7ac-85ff4ac4875a,OR,Portland3,97201,45.505603,-122.688215
2280df76-5126-4c04-a49f-fa238dc55ff6,OR,Portland2,97207,0,0
713d00fd-1ff7-4c39-9130-bb5d60ab1933,OR,Portland2,97209,0,0
7b9f7573-ebd2-423d-a611-61a1b658bb39,OR,Portland1,97204,45.505651,-122.656158
2fc65c97-856e-45d2-b276-08861fa445aa,OR,Portland1,97205,45.496952,-122.775586
d0fc83c9-bccf-4497-9ce9-20c27f7a2bb8,OR,Portland1,97210,45.528662,-122.504237
5fb8eb83-b3cc-4b4f-800f-bc73e405d72a,OR,Portland1,97203,45.533862,-122.60076
72a43338-7a6a-4f23-8726-ebf9bfbbf4b9,OR,Portland1,97210,45.530691,-122.699245
36a9c817-e1c2-4d06-ad72-98dc78571770,OR,Portland1,97205,45.509361,-122.610405
ce07965c-03dc-42d6-baa2-f097dbbd1008,OR,Portland3,97201,45.512101,-122.67705
09a63748-374d-4b68-aaf1-4dcfa384fddb,OR,Portland1,97207,45.571179,-122.694256
6c4fab3b-5b6e-40e7-a5d8-e741da8132e5,OR,Portland1,97202,45.489735,-122.633377
68456a2a-8006-44da-9eaf-29c8924b7a2b,OR,Portland2,97209,0,0
5165b562-231c-4bf3-a341-46ab9d5ad6db,OR,Portland2,97202,0,0
736146fa-6c8f-42ac-bddb-2caae0c6107d,OR,Portland2,97202,0,0
bd39ff20-6424-45f5-b64d-dcc3e5e95348,OR,Portland1,97205,45.505713,-122.805899
b9e4fa97-e786-4b19-8985-ccba067d6ad8,OR,Portland3,97201,45.512101,-122.67705
e3f56a2b-ab8d-41ef-b8f9-f8d476e713f2,OR,Portland3,97201,45.512101,-122.67705
b1a2c26d-a7e5-4240-9835-62982a559995,OR,Portland3,97201,45.512101,-122.67705
b223552a-3c3f-4e39-a63f-a503f164d7ff,OR,Portland3,97201,45.512101,-122.67705
67c81798-65c7-4e8b-b479-af4195fb8101,OR,Portland3,97201,45.512101,-122.67705
6bacab35-b99f-496e-a5e3-c14c058b7aec,OR,Portland2,97202,0,0
2dc4b8c4-5099-4ed6-ab11-58621411592b,OR,Portland3,97201,45.512101,-122.67705
6fc18584-e718-41ff-8b9a-07b6f065cd7a,OR,Portland3,97201,45.512101,-122.67705
ecdf1286-cddd-4a0a-b84d-281abe6125af,OR,Portland3,97201,45.512101,-122.67705
f63e624f-14d4-4bee-bcad-d27299bd0d84,OR,Portland3,97201,45.512101,-122.67705
f769d2b4-e5fe-4080-96fc-a9b2936eef3d,OR,Portland3,97201,45.512101,-122.67705
3cf38881-c453-4559-bd63-b72038b16205,OR,Portland2,97202,0,0
a9c8e9dd-22f8-4f3e-8d2d-156b45559864,OR,Portland2,97204,0,0
4246bc25-9f82-4e5b-86f2-d05fbd9097e1,OR,Portland2,97209,0,0
d79416d6-79cc-4526-bdcc-dcb07fdb0ea3,OR,Portland3,97201,45.505603,-122.688215
a450be92-9a5e-47cf-9007-5c9b1b75a85a,OR,Portland2,97209,0,0
ff28b7e9-94b2-4737-bfc3-b03e995e410e,OR,Portland1,97205,45.512253,-122.799603
4cf78333-4692-48ac-b059-ab2950998f5f,OR,Portland3,97201,45.512101,-122.67705
34a03431-daca-4d62-bc15-a084085f7cab,OR,Portland2,97202,0,0
7710a682-111a-4d13-9c5d-9674a455349a,OR,Portland2,97203,0,0
61fbd0d0-7d82-44c2-b9b3-94480c3f6451,OR,Portland2,97203,0,0
68eab89d-1ffd-4e71-91a0-63d0937b2b5e,OR,Portland1,97202,45.466167,-122.661054
7825b4c9-4f27-4bff-9239-c57b78bf1d99,OR,Portland1,97207,45.581083,-122.681668
98495477-ea92-4d73-8c0f-99d0839138aa,OR,Portland3,97201,45.505603,-122.688215
bee33d58-446b-4a06-8e77-36a176556aea,OR,Portland2,97201,0,0
f60dfa68-b1a3-406b-b8b7-5f032a70f1f7,OR,Portland1,97204,45.517014,-122.64999
df8fb363-531d-44b9-825c-0320b77f9ba7,OR,Portland1,97202,45.543634,-122.637055
69e927f5-40ec-4c3d-9ac8-33f74ee772f6,OR,Portland3,97201,45.512101,-122.67705
25280c5e-7957-4f5a-a2fe-e5b7f28902c1,OR,Portland3,97201,45.512101,-122.67705
9d223866-8ebf-4c33-9a80-bd3aff48a197,OR,Portland3,97201,45.512101,-122.67705
96addb0a-a34e-438e-8c0f-5e4966695578,OR,Portland3,97201,45.512101,-122.67705
cbe67a56-7d8d-4121-88a9-d2cb1d37384f,OR,Portland3,97201,45.512101,-122.67705
e5720f1f-a260-43cb-b31b-96afc1b7147f,OR,Portland3,97201,45.505603,-122.688215
4695e461-c60b-4a8d-8dbf-62b666e0223f,OR,Portland3,97201,45.512101,-122.67705
a070f3f9-6bdb-4162-95c8-feed7ced1b6a,OR,Portland3,97201,45.512101,-122.67705
4c922f9a-faff-4a27-b304-702e18a3111a,OR,Portland1,97201,45.553115,-122.64936
a1de70fe-39db-4cb7-9575-fb5c6ef416df,OR,Portland3,97201,45.512101,-122.67705
f9acd531-0d2d-4239-8670-c4b9ca7ce9a4,OR,Portland2,97206,0,0
fa9e07c6-f36d-4c0b-a973-0423ae962fc9,OR,Portland3,97201,45.512101,-122.67705
44890167-53cd-421b-9a48-912a10843254,OR,Portland3,97201,45.505603,-122.688215
8129cdcd-7151-4a8f-b12f-0c3c42592cd4,OR,Portland2,97210,0,0
176f8534-8fe6-431c-b4d1-5e5efe675bf9,OR,Portland1,97209,45.445884,-122.707401
da34cea4-6106-46ac-8313-94a3e4e46f25,OR,Portland3,97201,45.505603,-122.688215
0a291bd5-6534-4ab5-a0ca-473db8881038,OR,Portland2,97202,0,0
d7f1f441-aca1-47b7-9013-575d07876602,OR,Portland3,97201,45.505603,-122.688215
d123c03f-c093-4a21-8c63-9fe322ba40be,OR,Portland3,97201,45.512101,-122.67705
a956dd5d-183a-4027-a314-409208b1c405,OR,Portland2,97209,0,0
e32eb85d-1df8-4b33-8752-0787a3876de1,OR,Portland3,97201,45.512101,-122.67705
57be4dca-b9e6-4b32-ba84-9cdf4d9ec19c,OR,Portland2,97203,0,0
9c9c33b5-a430-4721-bd31-db2a56e5e7b9,OR,Portland3,97201,45.512101,-122.67705
9f2b84c6-7f0b-4d7f-8467-1e9abd48f780,OR,Portland1,97203,45.521468,-122.511221
08f24f88-5d53-43aa-9746-145c907fdd96,OR,Portland3,97201,45.512101,-122.67705
a2e40d64-4201-4e56-83b8-42ccb5d55f2e,OR,Portland3,97201,45.512101,-122.67705
36b79c6b-2e7c-4ef8-a08d-4182b5205d44,OR,Portland3,97201,45.512101,-122.67705
00d58108-708f-4d6c-947b-e5aa6f4a26ae,OR,Portland2,97201,0,0
e117a44d-09f8-4e4d-b086-f7d3fe2142bf,OR,Portland2,97209,0,0
f857c881-8e3b-4caf-8b1e-01b29072647a,OR,Portland2,97206,0,0
c6fad8fd-ff70-44be-8aaf-29999ef4c1a1,OR,Portland3,97201,45.512101,-122.67705
c8891a6c-4a40-4a1c-9e7f-f4f119b65cfe,OR,Portland2,97203,0,0
94a34fa7-b89a-4e56-82bf-f61035a9f018,OR,Portland3,97201,45.512101,-122.67705
81845668-4897-4b28-a72c-1f6515782e92,OR,Portland3,97201,45.505603,-122.688215
5a7e8b24-17da-4067-8115-58787de08ca5,OR,Portland3,97201,45.512101,-122.67705
d111af91-7c9f-4161-9645-795969682959,OR,Portland3,97201,45.505603,-122.688215
52f98d37-f5c4-435a-81e0-847f70b1b395,OR,Portland2,97209,0,0
bd4d87e3-bfe5-44a5-837d-5bc29d91c3ae,OR,Portland2,97210,0,0
34e9ad33-a114-4d4f-be94-0e1fab3a5023,OR,Portland3,97201,45.512101,-122.67705
93ff8d89-b060-428f-9642-5eac5746c376,OR,Portland3,97201,45.512101,-122.67705
0e9f4265-98c4-4c76-a650-971856c7aff1,OR,Portland2,97210,0,0
8adef73e-41b9-4727-9d54-f2c924d5c936,OR,Portland1,97206,45.465087,-122.579067
08238136-fa9e-4072-ad50-c4338a1477a3,OR,Portland1,97201,45.495558,-122.714795
7dcf1f7d-ce4b-4860-b024-1ab241d564f6,OR,Portland1,97204,45.510572,-122.646594
0a6c6e7e-8504-411f-bcc1-732ba4c55543,OR,Portland3,97201,45.512101,-122.67705
29619d2e-99d6-4895-9916-72f751c2e13a,OR,Portland3,97201,45.512101,-122.67705
29e5c9a3-35ce-444a-baad-212614352ba3,OR,Portland2,97204,0,0
a8490d01-7008-4621-9197-69be5ef2d077,OR,Portland3,97201,45.512101,-122.67705
7eb8199a-7506-42a6-8486-2e5fa1c803e6,OR,Portland3,97201,45.512101,-122.67705
4147e843-4f81-40f8-854b-4e40b52282f7,OR,Portland3,97201,45.512101,-122.67705
2dd6c37f-f239-447c-8a0d-21709f4c2e7c,OR,Portland3,97201,45.505603,-122.688215
8a72f3ce-0254-4c52-ae9e-f79596fb852b,OR,Portland3,97201,45.512101,-122.67705
eaacddf6-51cb-4fab-a6b9-7ae967b321c6,OR,Portland3,97201,45.512101,-122.67705
f6be2431-6210-4434-afc7-7ebfe4708d57,OR,Portland3,97201,45.512101,-122.67705
aef14262-8103-42b5-92d7-2eef4f15b7d1,OR,Portland3,97201,45.512101,-122.67705
37db10c4-8c7a-4888-868e-d5b5917a05ce,OR,Portland3,97201,45.512101,-122.67705
81df02a3-9e84-41dd-8f4e-e5e4a4228aef,OR,Portland3,97201,45.512101,-122.67705
90fca981-907c-4081-8fe8-c38afbd73ed9,OR,Portland3,97201,45.512101,-122.67705
9f188dcf-705b-45db-a717-80f29f2cbd49,OR,Portland3,97201,45.512101,-122.67705
28662fdc-819e-4c8a-86b3-a03d7e25792d,OR,Portland3,97201,45.512101,-122.67705
49dc3a35-1a45-4b4c-ae1a-577de65d33b4,OR,Portland3,97201,45.512101,-122.67705
2201db55-b0bf-4251-b797-9fc439bb7b0f,OR,Portland3,97201,45.512101,-122.67705
884eeb8b-4a13-4d1e-9466-5075df400263,OR,Portland3,97201,45.512101,-122.67705
7698edc8-fdd0-4a40-b1cb-24bf1b6ea523,OR,Portland3,97201,45.505603,-122.688215
62f3b2bc-4603-4794-bd61-8af7490b168c,OR,Portland3,97201,45.512101,-122.67705
1939978d-576a-4050-af6c-0079989396c0,OR,Portland3,97201,45.512101,-122.67705
2350ee96-b4cc-4019-85cd-e69ff9c8370b,OR,Portland3,97201,45.512101,-122.67705
fa1a93f6-0c28-4ff3-8210-2541ddd6eb2b,OR,Portland3,97201,45.512101,-122.67705
2b974eeb-f20a-4926-a7f5-2d6afdc77ba6,OR,Portland2,97206,0,0
ef6cd482-ef26-495c-8bee-1d46bdcb80aa,OR,Portland3,97201,45.512101,-122.67705
64b6bf4a-164f-410f-b21a-ca7fca458a49,OR,Portland3,97201,45.505603,-122.688215
f14d8dad-989a-44f2-ac28-99999898a06b,OR,Portland3,97201,45.512101,-122.67705
d5ed05a3-5524-48f9-9230-cfc819d7e801,OR,Portland3,97201,45.512101,-122.67705
8f160331-66b6-439f-b4b1-70fd9e8eb790,OR,Portland3,97201,45.505603,-122.688215
60970e27-9cc3-409b-b30f-b1400d4ba506,OR,Portland3,97201,45.512101,-122.67705
83c25c7d-77f5-44f3-b20c-6c13960b8d32,OR,Portland3,97201,45.512101,-122.67705
6fa5a503-3a05-44ea-a1c7-acae09d4eca9,OR,Portland3,97201,45.512101,-122.67705
09bac42c-7707-4c36-afeb-a3d38a3d7350,OR,Portland3,97201,45.512101,-122.67705
9a592375-f2f6-4173-b957-f452cd448e73,OR,Portland3,97201,45.512101,-122.67705
624ec218-dc5f-4913-82e3-b2c3bd64fdde,OR,Portland3,97201,45.512101,-122.67705
447d7169-d81c-4af6-a68b-fce71e7b82c6,OR,Portland2,97207,0,0
b83946bd-1660-49d2-acea-298636d3d037,OR,Portland3,97201,45.505603,-122.688215
6e77e81b-8162-4262-9146-484f7be608f0,OR,Portland3,97201,45.505603,-122.688215
6094b38a-1953-4bbb-8a31-217028660419,OR,Portland3,97201,45.512101,-122.67705
786cdc52-a496-4077-a3ab-31f29b8b9837,OR,Portland3,97201,45.512101,-122.67705
1d799272-cef3-468d-9e75-743038bf848b,OR,Portland3,97201,45.512101,-122.67705
0fcd67ff-5c62-4020-ac20-d7f4befb4316,OR,Portland3,97201,45.512101,-122.67705
3d8bd2db-10ab-4dc9-9631-5635c0c920d8,OR,Portland2,97209,0,0
1ce4ab4b-6e2a-4054-a592-5021cdc5120f,OR,Portland3,97201,45.512101,-122.67705
2bcbfea3-1fec-4f9d-819b-270cd5a0569c,OR,Portland3,97201,45.512101,-122.67705
ccb3911e-4f93-497b-bd7a-50462ddfbfbf,OR,Portland3,97201,45.512101,-122.67705
e563fc84-02ab-466b-b58c-a6451c42a479,OR,Portland3,97201,45.512101,-122.67705
5e84a838-495d-4f85-b4d4-08eb80b17ca4,OR,Portland3,97201,45.512101,-122.67705
372b5839-0ba1-452e-806f-f6ca7d696a7e,OR,Portland3,97201,45.512101,-122.67705
58afd811-1002-44ae-a001-b57a51f8f3f7,OR,Portland3,97201,45.512101,-122.67705
afc97c7b-3758-453d-8813-26d2833576c4,OR,Portland3,97201,45.512101,-122.67705
be9c9cdb-472a-433e-8a16-6d548bee0a4c,OR,Portland3,97201,45.512101,-122.67705
2845f052-af09-45e6-a2f6-4d8d5c08dbaf,OR,Portland3,97201,45.505603,-122.688215
1cfb3183-5634-454c-af5f-1f3715ea0097,OR,Portland3,97201,45.512101,-122.67705
ad6d4127-c61d-49ac-9a97-976bc86157c0,OR,Portland3,97201,45.512101,-122.67705
ab90aadb-60a0-4fcf-a778-c7cd4401f7c1,OR,Portland3,97201,45.512101,-122.67705
3c7441de-8a7d-4306-8a51-27660e47d856,OR,Portland3,97201,45.512101,-122.67705
105123be-0b49-4ea9-b994-b1a37fa52586,OR,Portland3,97201,45.512101,-122.67705
8fe0eb0a-456f-4f92-af14-02948724c8aa,OR,Portland3,97201,45.505603,-122.688215
66a0aa81-91a9-4d6e-9134-4ac95fc5f3f8,OR,Portland3,97201,45.505603,-122.688215
686b6245-09f7-403d-a2d6-9fedaff2840c,OR,Portland3,97201,45.512101,-122.67705
01cac658-a3b8-4075-9a1f-5ae2f66eac35,OR,Portland3,97201,45.505603,-122.688215
4beb3fd0-a457-42a2-bdd4-3b846fbefe85,OR,Portland3,97201,45.512101,-122.67705
11a661f4-40e8-4b7b-b966-ff0f5ed5f2d8,OR,Portland3,97201,45.512101,-122.67705
3d374315-e371-48c3-9c85-17a70af1c6eb,OR,Portland3,97201,45.512101,-122.67705
1b4a9b99-6a65-4e2d-8fa8-24b763dffa37,OR,Portland2,97203,0,0
37d022bc-ce4a-47be-ba82-e5b639cb96a3,OR,Portland3,97201,45.512101,-122.67705
142e6ed6-bf96-4d6b-b942-3ecfe48aef05,OR,Portland3,97201,45.512101,-122.67705
2ef4ed99-bc1d-4750-b9e6-d40b5dce52d9,OR,Portland3,97201,45.512101,-122.67705
d26aee58-bf23-46c3-a60e-ba73a47a5221,OR,Portland3,97201,45.505603,-122.688215
4b62f4ae-b964-4487-8deb-aa47c41b16cb,OR,Portland2,97202,0,0
3d6bea68-93d5-4891-b2cf-35135e5f1f8f,OR,Portland3,97201,45.512101,-122.67705
468776ed-0e4f-4373-8c7d-ffa345d9eca9,OR,Portland3,97201,45.512101,-122.67705
b987b1bc-cdb8-4d71-8694-5796c391e0f1,OR,Portland3,97201,45.512101,-122.67705
d57dc7fc-8903-4cf9-8c86-da88fed5f01f,OR,Portland3,97201,45.512101,-122.67705
4bf56518-8c67-40b9-bc77-4a552530d444,OR,Portland3,97201,45.512101,-122.67705
4f8b1cb2-ad80-4935-81fe-d7702bd7fc3c,OR,Portland3,97201,45.512101,-122.67705
163ccb25-42aa-440b-a3f6-1a6019e96fcf,OR,Portland3,97201,45.512101,-122.67705
0e6f25b6-3073-4da8-85ff-82b8896db098,OR,Portland3,97201,45.512101,-122.67705
ee5c8bc5-e8f9-4682-844e-5a7ef6d909e4,OR,Portland3,97201,45.512101,-122.67705
50af2b31-5d59-4bf2-8741-bfe99e7123d8,OR,Portland3,97201,45.505603,-122.688215
69f2bac5-8ad5-41fe-bb35-ae3668385940,OR,Portland3,97201,45.512101,-122.67705
bd017aaa-b0d6-47d5-ac19-4825dfcf5270,OR,Portland3,97201,45.505603,-122.688215
ff6f677b-1e01-4593-b3b8-c9579dc0dfb1,OR,Portland3,97201,45.512101,-122.67705
30f06d44-5af4-4661-b551-6e382756ca24,OR,Portland3,97201,45.505603,-122.688215
9f68bd0a-71fb-48de-b988-6ca883898bae,OR,Portland3,97201,45.512101,-122.67705
0eed9650-11a3-4d7c-9c04-2ba3bddb3d90,OR,Portland3,97201,45.512101,-122.67705
3bd0613f-f0d8-40c6-b2a2-2c93701bce93,OR,Portland3,97201,45.512101,-122.67705
e7edb8a6-4ec1-45aa-b031-91194e22a971,OR,Portland3,97201,45.512101,-122.67705
8f9a1cdf-099a-48af-a37d-6b5bb98cdc04,OR,Portland3,97201,45.512101,-122.67705
06b390c6-8aa3-4198-9641-faf651530c6c,OR,Portland3,97201,45.505603,-122.688215
0d85a01e-d42d-443f-b664-dbcc099e6df5,OR,Portland3,97201,45.512101,-122.67705
da4aceb5-770e-43db-84fd-59e6478f9c3b,OR,Portland2,97207,0,0
3c6e77d4-c8d5-481c-9067-7bd1ebd15809,OR,Portland1,97206,45.496914,-122.536709
3022ddf5-4ef1-4d37-8e2a-d7c6168e9f46,OR,Portland1,97202,45.49892,-122.647083
06828e29-173d-4561-84dd-68822acb7e20,OR,Portland3,97201,45.505603,-122.688215
70d61de4-8e76-4554-8d1a-2e477a1ced74,OR,Portland3,97201,45.512101,-122.67705
2105d11f-3ffb-4f1a-8ad9-40ec04faf64e,OR,Portland2,97209,0,0
4f82b8da-4217-4764-9d39-5b5ebf488d35,OR,Portland2,97209,0,0
c33e368f-e3cb-4341-a655-71096638d580,OR,Portland2,97203,0,0
929102d3-b738-477e-bd9e-a3089ba205fd,OR,Portland3,97201,45.512101,-122.67705
3aa11d9b-28b3-4089-9241-d6d6018275b0,OR,Portland2,97203,0,0
eea9a282-1c4b-42f2-8d2b-b5e7c28d13fd,OR,Portland2,97206,0,0
78d5458b-714d-44a9-959b-4ea5d9ba118c,OR,Portland1,97207,45.4152,-122.605837
e1cc07c1-2788-4b1a-9d11-8bac590dcd63,OR,Portland3,97201,45.512101,-122.67705
2833c050-7cb6-448e-a55f-e10a5a8af0b7,OR,Portland3,97201,45.512101,-122.67705
8c7db092-c622-444c-b7c5-4ae283646ca6,OR,Portland3,97201,45.512101,-122.67705
a241773f-358c-49c0-95cf-42e20a6d0933,OR,Portland3,97201,45.512101,-122.67705
ddf7d750-1754-4b75-993c-007c4d12a108,OR,Portland2,97205,0,0
f3d99653-567a-4516-982e-51446f287293,OR,Portland1,97203,45.507525,-122.511877
27060923-4d2d-4b7e-8fb8-ffa170aec9f7,OR,Portland3,97201,45.512101,-122.67705
83c64c24-46ba-4b05-a11e-dfb4e1f7d694,OR,Portland3,97201,45.512101,-122.67705
f71abe48-bf20-48b9-89d5-1613361c67a3,OR,Portland3,97201,45.505603,-122.688215
5e5ef391-9ed9-40a8-aff1-94dde94dd76a,OR,Portland2,97203,0,0
d41d977c-37a5-474f-8a63-5d345a6cfa53,OR,Portland3,97201,45.512101,-122.67705
ef9b5955-78a6-4502-bbf4-6bccf46e4a36,OR,Portland2,97203,0,0
83c14baa-f5ad-43af-bff7-542f48059866,OR,Portland3,97201,45.512101,-122.67705
f8cfca16-5728-475d-94f7-d15b8911b1f5,OR,Portland2,97203,0,0
7cab6789-2eb1-4ffc-b00f-812a7655291c,OR,Portland3,97201,45.512101,-122.67705
14b17f85-331a-4529-a170-d240cde8d384,OR,Portland2,97209,0,0
98a42fc6-dc4e-416e-8c65-6e8eb773e4df,OR,Portland3,97201,45.512101,-122.67705
127f4d9a-a009-4bab-a22e-b009727c2dc4,OR,Portland2,97203,0,0
9050e88a-c052-4451-a9ca-6661f698f1e9,OR,Portland1,97201,45.559264,-122.648142
7e1167a7-404d-4dd7-b0e3-9f4feb6a91b6,OR,Portland3,97201,45.505603,-122.688215
ba6bc2ed-1216-4304-ac18-aacde5231673,OR,Portland3,97201,45.512101,-122.67705
c8a7d91f-c22c-4cb0-add5-3559744b1da6,OR,Portland3,97201,45.512101,-122.67705
928a00ac-1f46-46e7-a89d-f8aa5b39d707,OR,Portland3,97201,45.505603,-122.688215
c04134b0-eb02-482e-9613-3081791e7ecb,OR,Portland3,97201,45.505603,-122.688215
0fce60f3-9d19-400d-bf6e-9ee20ac806f8,OR,Portland2,97203,0,0
15ad72b9-b635-4c3b-bb64-d9dd3398dde2,OR,Portland3,97201,45.512101,-122.67705
c7eedac9-5849-479e-91e6-150a14bb9041,OR,Portland2,97201,0,0
3504b530-994b-474a-80ab-87ade6ccb2ef,OR,Portland3,97201,45.512101,-122.67705
383a87ab-587c-4541-9ac1-5c842e19c4ea,OR,Portland2,97203,0,0
ad452e2c-a54e-466e-964c-80afad76bfdb,OR,Portland2,97202,0,0
3fb3b0a5-0ad7-48b1-958a-82abd6d29bf0,OR,Portland3,97201,45.512101,-122.67705
93b4d80e-5c2a-49c1-94e1-e06037711817,OR,Portland2,97206,0,0
75022f35-6d9c-428f-a4d3-3a87efe14db9,OR,Portland2,97203,0,0
0a0b36ca-eb09-4c07-9b34-4ec5aba7ff05,OR,Portland3,97201,45.505603,-122.688215
90d0a9c9-04a2-49e5-be21-bcb7a37f9ed1,OR,Portland3,97201,45.505603,-122.688215
d498aa08-3bcf-4312-af47-8e53b1882b46,OR,Portland3,97201,45.512101,-122.67705
d869af4d-9c01-4ca2-9e26-4622c86a2e2c,OR,Portland3,97201,45.505603,-122.688215
58b4fb85-7334-4f10-9761-450740100959,OR,Portland3,97201,45.505603,-122.688215
b5aba010-6f64-4fcb-8c61-733dede54354,OR,Portland3,97201,45.512101,-122.67705
f34af8ed-7c2c-41a5-bf26-d3b2e52f9249,OR,Portland3,97201,45.512101,-122.67705
11d7bf78-7351-49d1-8de3-2eb8276d73e2,OR,Portland3,97201,45.512101,-122.67705
a12c5d45-69cd-47cd-b1a7-0f6c6babe54c,OR,Portland2,97210,0,0
2663c54d-80d5-46f5-ad75-e8a1ad6476c0,OR,Portland2,97206,0,0
793d6083-7652-4b42-ba53-de6df9b352c6,OR,Portland1,97206,45.470329,-122.536309
e24fe2e1-af4b-487e-92d8-60ce0fff7d54,OR,Portland3,97201,45.512101,-122.67705
bd7cdff6-b53d-4ef7-b354-531f47b57227,OR,Portland2,97203,0,0
6a657d59-c286-49ed-a8e8-9eaff8181446,OR,Portland3,97201,45.512101,-122.67705
a29aeb2b-036e-4dd5-8813-1a06fc38d9ab,OR,Portland2,97202,0,0
ff2f2ddb-d7e5-4077-95d6-740f6730248d,OR,Portland2,97201,0,0
bba3c79f-3957-4128-a6c1-bcaee8d31016,OR,Portland2,97210,0,0
e491a7f7-8254-4882-8937-1cbd5f059bdf,OR,Portland3,97201,45.512101,-122.67705
01fd3f5a-0f30-40fc-99ee-3208ecf00f8d,OR,Portland2,97202,0,0
bdbceab7-7afa-4172-995f-cb8d134c3f85,OR,Portland2,97209,0,0
65e5059e-cd3a-47d0-a7d5-7d3c552b9127,OR,Portland3,97201,45.505603,-122.688215
039f7546-9645-4063-a9c5-1cf2e096d1ee,OR,Portland3,97201,45.505603,-122.688215
89b0d16b-fc06-4a0d-805e-0b363f096104,OR,Portland3,97201,45.512101,-122.67705
c3adc3eb-14f7-4710-8fd9-7067bcf3101f,OR,Portland2,97201,0,0
fc370e7c-e6d7-435a-889d-369a75c56fb6,OR,Portland3,97201,45.512101,-122.67705
35db6b5f-a9ef-46c8-abea-1f447d57e9ef,OR,Portland3,97201,45.512101,-122.67705
2d661acc-4495-44b3-8ee7-124b9220990b,OR,Portland2,97205,0,0
fef49392-792d-4273-8939-6cdb46a93d93,OR,Portland3,97201,45.505603,-122.688215
83acb744-f123-42f0-ac5f-6f14b810d2dc,OR,Portland3,97201,45.512101,-122.67705
5cbd4fcb-8f9b-43e9-866c-ca99d08871c3,OR,Portland2,97205,0,0
fb6170dd-5e77-4f8b-b279-0cc3f399d989,OR,Portland2,97203,0,0
cd63464c-aab7-4734-95c5-b8c6827864de,OR,Portland3,97201,45.512101,-122.67705
b2ef055a-e3b8-4247-8bbf-6157ded6cb5f,OR,Portland3,97201,45.512101,-122.67705
c5b0b1f9-8258-45a1-8c6f-eebba23aeefe,OR,Portland3,97201,45.512101,-122.67705
aa351d2b-0e38-4f9e-af01-7d777c8ddff5,OR,Portland3,97201,45.512101,-122.67705
d2590d7f-b0cb-4b0c-9409-c828ca63b070,OR,Portland3,97201,45.512101,-122.67705
a8253b04-800d-4ffc-837a-074d11788f6e,OR,Portland3,97201,45.512101,-122.67705
14283f85-bcff-49a7-b18f-1531a8c4f560,OR,Portland2,97209,0,0
6b5a226c-609f-46cb-84f4-066bda8de427,OR,Portland3,97201,45.512101,-122.67705
9b3d45a0-def5-4586-ad03-4c8a7b9aebf4,OR,Portland3,97201,45.512101,-122.67705
9d8076cf-9215-410a-bccb-a6b22a2a9bdd,OR,Portland3,97201,45.512101,-122.67705
d0c3928a-7c14-434d-8765-a93cd046a18b,OR,Portland3,97201,45.512101,-122.67705
205b23c6-4c38-4f88-a5ea-ed48d090cefe,OR,Portland3,97201,45.512101,-122.67705
6ba63004-cdbe-4006-9041-724fe2d35efb,OR,Portland3,97201,45.512101,-122.67705
767da27c-6512-4d32-88a7-1a150ba1a6b9,OR,Portland3,97201,45.512101,-122.67705
36d4825b-512d-4c06-a03a-45bc3ca920f3,OR,Portland2,97203,0,0
282c2c15-63ae-4ecb-a8b3-39374e62fedd,OR,Portland3,97201,45.512101,-122.67705
9edc3bc3-5cd1-4d83-8c3f-8dc5c2c20366,OR,Portland3,97201,45.512101,-122.67705
e27bbd4e-38bf-4c95-8c9b-31661c829db2,OR,Portland3,97201,45.512101,-122.67705
4f787996-a3a1-4b6c-9a03-51c5d3d6f2a4,OR,Portland3,97201,45.512101,-122.67705
61a28242-139a-48f6-9c50-88e3d3e4b732,OR,Portland3,97201,45.512101,-122.67705
0b386d4c-5417-4052-9cdc-fa1a03430e9a,OR,Portland1,97206,45.501593,-122.488825
25dbbb22-f3ba-4849-8187-5fc8127aab7f,OR,Portland3,97201,45.512101,-122.67705
696c5d84-a308-4093-a1a4-cad479d24a3b,OR,Portland3,97201,45.512101,-122.67705
1ea60d94-fc94-4e53-b229-86a5d8fe8185,OR,Portland3,97201,45.512101,-122.67705
306ff879-0489-4b37-8c82-ea726895ff6f,OR,Portland1,97201,45.568215,-122.642396
